name,asin,quantity
112752,B000KL4AFU,2
112752,B00K5NELR0,1
112752,B00UT663LA,1
00290,B0044W8MKU,3
00290,B00R1DE0XC,1
104686,0553384112,1
104686,B01F2YEGYO,2
107383,B0000025MH,6
107383,B00QSGO4PC,1
107383,B00UNA1OES,1
10443,B010QBO8FA,1
10443,B0199SXF96,1
108076,0321979478,1
108076,B00B8XFMJC,1
00910,B002KSKTG0,1
00910,B00PSZLHWM,1
00910,B00UUCE2QG,1
107229,B00H4B343S,1
10013,B00FM7MABS,2
10013,B00IGIT0WW,2
10013,B019RIQND8,1
104055,B003EVOAOO,1
104055,B01ALDG07W,1
109237,1935589679,1
109237,B00NMXFV4W,2
110503,B001GGAIGI,1
110503,B003D7LX3U,1
110503,B00PT5O62O,4
110503,B00ZPWGHXC,2
08136,1432798383,1
08136,B0057FQL88,1
101742,B004VR1NHC,1
101742,B00EKW6JZ4,1
101742,B01DSUUJ4A,1
106087,B00P8ZAWK0,1
106087,B00X650PME,1
02491,B004C34PQQ,1
02491,B00VI6BFBS,1
114110,B00J8N3FES,1
114110,B00WWVY1AK,6
111312,B005I8OGOU,4
111312,B00OP2PKHW,1
08835,B005MHRK5Y,1
100153,B000WVW6YK,2
100153,B00857GFJU,2
100153,B00BF50JJ6,1
106984,B000I1EE4O,1
106984,B00VBNQEI2,20
110850,B009NS379Q,1
110850,B00BB4JPYQ,1
110850,B018RFP81A,1
110850,B01BU35B8Q,1
06082,B00BJSPXAO,1
06082,B01AT1YXZC,2
113010,B000EG6CS4,4
113010,B00705YX42,1
113010,B014DIPAYA,2
107403,B00BLVT1L6,1
107403,B00ICES0BW,5
107403,B0146D9U0W,1
103913,B000HFAL3O,1
103913,B00152TXDM,1
103913,B00RI7GKVG,1
103913,B01GJIC6U8,1
10793,B00ALAZV1M,1
10793,B00R6FO576,1
10269,1890989290,1
10269,B0026NZFCC,1
10269,B01APA662K,1
10269,B01EFJY4DK,1
112601,B00CBTEVB2,1
112601,B00GM9NPIW,1
02254,B007WMB8MS,1
02254,B00A34MN2Q,1
02254,B012MH8VPE,1
101187,B01BTI8GVG,1
101187,B01EIUJPS0,2
111884,B004JV8ZUS,2
111884,B00T62RK1U,1
111884,B018KZTYUS,1
111884,B01AL4OD20,1
01881,B009SZ2R04,2
05987,B000SVKVEQ,1
05987,B00EQCE19O,2
05987,B00TDP7K38,1
04695,B000JNC696,1
04695,B002IT5JQG,1
04695,B006O8NVKI,1
03150,B003VWU2WA,2
03150,B007SUKUSW,1
03150,B0116EDNH0,1
03150,B01H30NQCI,6
111168,B00SYWOKBG,1
06978,B0083F2ZIY,1
06978,B00AGI2UFO,1
06978,B00MZX4WRC,1
06978,B00U8NGUQM,1
02468,B0000AYIMT,1
02468,B004T33Y8O,2
02468,B015B3TG00,4
110450,B00168RFZS,2
110450,B00ZO1OE6G,1
110450,B017LDNLIG,1
108430,1429278390,1
108430,1589238044,5
108430,B00005302X,1
100000,B001UHN0HM,1
100000,B003WDEYPE,1
100000,B00MWI4HW0,1
107395,B00JKRKJNC,8
107395,B00SJP8ZRI,2
104940,B00P73B1E4,1
104940,B00U8K89ZK,1
104940,B013TD2NTA,1
08966,B00Y6Y8VN4,1
105652,B00114VV3E,3
105652,B00CIECDEM,30
105347,B000ILIHA6,1
105347,B00KG8BLYK,1
10140,B003CTPHLI,1
10140,B013KHSTAM,1
10140,B01E62O5AS,8
105717,1626360944,1
105717,B00BQYCK8O,1
100515,B000N26TH8,1
100515,B00T57U810,6
100515,B017OSHA12,1
112206,B00JNZ7VNW,1
106615,B001GLZU1G,1
106615,B0087PHP26,1
106615,B00ARH9DPY,3
104628,B002N6F2UW,1
104628,B003YMX0W6,1
104628,B00AA916UE,2
104628,B00PRR1VFY,3
104782,B0046IH17M,1
104782,B007BPO2HE,1
104782,B00PQKQ22Y,1
104782,B01CTZ85UU,4
110391,B000GR9OIQ,1
110391,B00AFPR684,4
110391,B01BFNZTM4,2
111979,B0118769T4,3
111979,B01B7RBXZ0,1
111580,B00JH8M2D4,1
111580,B0178WDRIO,2
114278,B003LN0S96,1
114278,B00FA4JNZE,1
114278,B00WJ0AFGS,1
113047,B00TXN7VN4,1
113047,B00WUMGXTI,1
113047,B01D0NQALG,1
03557,B000H6F4W6,30
03557,B00CI4ZOIY,1
03557,B00ZPHCB64,1
03557,B011IISNJW,2
105486,B000C9QU0I,1
105486,B00M9G5Y8Q,1
105486,B00ONC0TGG,1
06755,B008XZASOC,1
06755,B00NO6MBH2,2
06755,B00QH0O08K,1
05483,B00Y20CUVG,1
05483,B01B2MCLOC,22
107842,B007PO8YFW,1
107842,B00HRSWRHW,1
104297,B002I6HW6Y,3
104297,B019UGWNMM,5
104297,B01DZ6W0CG,1
103552,B000WWICJC,4
103552,B00TF8Z7ZG,1
103552,B00XENF9LK,1
103552,B01BA8EWT0,3
110684,B00ZTP7NB0,1
110684,B015HGHZHW,1
110684,B01DHHPJXK,1
09623,B00022628A,1
09623,B00IPGVYI8,2
09623,B0167PFDYE,1
107638,B00L4O3GV6,4
107638,B015JQD3SA,1
106880,B004R6FB8Y,1
106880,B01606MZ8W,2
106880,B016LLLXJS,1
107792,B0090DYL7G,1
107792,B00JODM7WS,2
05600,B012NO019K,5
05600,B014T96WBI,1
108934,B002AKJQEY,1
108934,B00TI7QILG,1
108934,B014P0K2A8,1
108934,B019ZYXV98,1
11213,B000EDQQCY,1
11213,B00YDPXXCK,1
11213,B018M8M0TK,1
02595,1563682826,4
02595,B00JYCF0LO,1
02595,B00P20NJP6,1
05745,B00GGQMWO4,1
109763,B001QY0SLU,1
109763,B0049Z6WQ8,2
109763,B0132LVW0A,1
106496,B0097G8C9O,1
101353,B00S2L0YK0,1
101353,B010M3G24C,1
102986,B004CR4M5Q,1
109299,B0002D6K90,1
109299,B00JQL1R0Q,5
00547,B002EVCOCA,1
00547,B00JR0MXLI,1
00547,B01C3LEE9G,1
00547,B01CJLTSN2,1
109333,B000GLRREU,1
109333,B00AE9YS1O,1
109333,B00MVBA42A,1
100811,B01055A1D0,1
100811,B01C3RRDPW,1
08527,B004D8NZ52,1
08527,B004ZDL0K2,4
08527,B017LLB40A,2
110112,B00CYRYQ20,4
110112,B00MVMCF26,2
110112,B019MGXGAI,3
00117,B004Q0PN0W,4
00117,B01E670AOS,1
108172,B00ZMQKNUO,4
100112,B00YQVWQS8,1
100112,B01B8N9L2A,2
105310,B001D11M9S,1
105310,B005KDEIZ0,3
105310,B0198Y9G0S,3
113529,B008SL7WA4,1
113529,B01EHIP8HK,1
108735,B001DTPQDI,1
04713,B011IISNJW,2
100305,B00132GQD4,1
100305,B003TFE7VG,1
100305,B00GJ2EMSY,1
100305,B013HW8ZIG,1
113483,B00006IUTQ,2
113483,B00AWSTDAI,2
03486,B004CLZRI8,1
03486,B00SJP2HMM,1
03486,B00XBPH9OG,5
03486,B01CDUKFKO,1
110305,B0042F7V1U,9
110305,B00TID4RY0,1
110305,B018Z0TE3K,1
104346,B003ZZY8NM,1
01842,030797667X,1
01842,0375866876,2
01842,0375868003,1
01842,B0002I5QHW,1
109574,B00AHAJGZ8,2
109574,B00FY2O73U,1
103179,B007S69QAY,2
103179,B00WDIDV44,1
103179,B01E5BBFNA,1
02278,B00PLRGOKC,2
02628,B000GOZZBE,4
02628,B00AJCNN8K,1
02628,B01DTZKOGM,1
100240,B00FWLC5XW,1
100240,B01DFOKE1W,1
114203,B01D3FZWOW,1
114203,B01DTZPF3Y,2
101902,B008CU53TI,1
101902,B014CCS21U,1
101902,B016NE9Z1Q,1
106117,B0015R36SK,1
106117,B008JA7CRW,1
106117,B00TPJNCMU,1
102857,B008BR9TZG,1
102857,B017ZHBR7U,1
102857,B01G96KXFK,3
102857,B01G9ZWONU,1
06112,B00PIEHU74,3
06112,B00V5JVN38,2
06112,B014AZYGC8,1
03310,B0026HZXRK,1
03310,B004VU8ZD4,1
111778,B005JRAYJQ,1
111778,B00D6NQL9M,13
107643,B005T3GRNW,2
10183,B009B7U7FQ,1
10183,B00F9IWWIQ,1
105384,B00HCB7ZWG,2
105384,B0108TJ9FY,1
107213,B001FY0D8O,1
107213,B00ATBRJRC,2
102011,1449356354,1
102011,B004DIZY7O,1
102011,B01BEMF94E,1
02444,B00S69E8GO,1
02444,B00Z06F0BS,1
05381,B002MHFXS8,2
05381,B00GKOIRQE,1
103250,B004Y9GTYE,7
103250,B010LMLIA2,1
103250,B0175B6NSY,1
103600,B00GWCEZ60,1
103600,B00SB6SOSK,1
109523,B014D0ZC1O,1
109523,B014DEJAMM,1
101113,B0015G6QVK,2
101113,B00BP4DUMU,2
101113,B00XF7DLLK,1
05155,0826196756,1
05155,1554539641,4
05155,1561456993,13
05155,B00JWVSS2A,1
104741,B00B6ERHNC,1
104741,B00U2UZ40Y,3
103084,B00G32J2BW,1
103084,B01BVWV3RO,1
105500,0399160574,1
105500,1577662504,1
105500,B018280H2W,1
105500,B01D8KOZF4,2
01546,B00176GSEI,1
01546,B00BD8QLGK,1
01546,B00P4A3HYW,1
10642,B007PM4KPW,1
10642,B00MJYDIGS,1
10642,B0186GDCPO,2
08272,0415530180,2
08272,B00AI1TBEW,1
08272,B00ASCQWF2,1
08272,B018Z0TE3K,1
113968,B00006JNK2,5
113968,B00E7LOXTW,1
113968,B019RIY286,1
111955,B000C9KZ18,1
111955,B00839N5O8,1
111955,B010GN3MUK,1
00642,B005XWR5NA,1
00642,B00ED3GU1I,3
00642,B01AM7WF4O,3
00642,B01BNJL3KC,1
109466,1598260421,1
109466,B001IYK714,1
109466,B009UNLTQW,1
11403,B00006IBWL,12
11403,B000093IJY,2
11403,B001JTJFO8,1
11403,B00T62RK1U,1
113712,B004I116FA,1
04482,B009K54W6O,1
04482,B00ZB7W4QU,1
08858,B000ULQTE0,2
08858,B00VFVGFWU,2
08858,B012DTDI2C,1
106510,B005T3GRNW,1
106510,B013HJJLS2,5
06846,143361586X,1
06846,B0000A0AIA,3
100978,B008BE04C6,1
100978,B01D8BSBWQ,9
104192,B001BLXENC,1
104192,B005188T90,1
104192,B011WNKWII,1
04894,B00CBDUDJ2,1
04894,B00I9WRQJY,2
06903,B002IT5JQG,1
06903,B00SX8PPOW,2
106005,B00V3MJUDM,1
105783,B00B7BRXLA,1
105783,B01GCHU2BQ,1
111390,B0002D0JX8,1
111390,B005UNRCLW,2
06450,B001CCGYU0,1
06450,B00FAMABGQ,1
06450,B00WSB9DLG,2
06450,B01ABPRWJA,1
110978,B00L4O3GV6,2
110978,B01ARGBRGW,1
110978,B01D3IHNI2,3
09160,B00R0T2MZK,2
09160,B00VRMCRTC,3
102379,B0100U8MVS,2
102379,B0162FFD8K,1
102379,B01AD2NURY,1
113138,B00AU2AYXQ,1
113138,B00DJYJQSQ,3
113138,B00N1V1T3C,1
105516,B00M42YZBC,1
105516,B01D8N9XQM,1
10711,B00D5EEMUC,1
10711,B00RNE9D1S,1
112379,B000BNZ63M,1
112379,B0197V366M,2
00341,B005IZ53CW,1
00341,B0084JMCF0,1
00341,B00IP27DFA,1
107878,B005CNXDG8,1
107878,B00627G6QC,2
107878,B007QV2MXY,1
107878,B00L9WK26A,1
105845,B00MHLIFO8,2
105845,B00T5K665O,2
105845,B01CCGV9NG,2
101555,B001EOD40Y,1
101555,B00G46732W,1
101555,B00KDJO26G,1
101555,B01B7OXOZU,1
03994,B00AX30MP2,1
111806,B002R0NJ9K,4
111806,B00FGQT8N8,1
111806,B00JMXDT7W,1
111806,B018DWZS12,1
08634,B00DPJ3CYO,2
08634,B00W8K19DM,1
104612,0321909100,1
104612,0761908943,1
104612,1305084764,1
104612,B019U00D7K,1
101040,B00OGKYNF8,1
101040,B01DYT7TG6,3
109923,B00ZWJTRNA,1
109923,B013H1EP3G,1
109923,B015IH9J42,2
01415,0615344976,1
01415,B003T44YJ2,1
01415,B009HVH9V6,1
04247,B00ROPMLY2,5
04247,B00SNZBO04,1
04247,B01DCL705Q,1
06850,B00A2VMDFW,2
06850,B00EKR5S0Q,3
06850,B00KOJQTES,1
07312,1338054597,4
07312,B00XVG29MW,1
109309,B005BXW9O6,1
109309,B01DCO56PY,6
103704,B001JL4LZ4,1
103704,B0057FQCNC,1
103704,B006ZT4VA0,3
103704,B00L8OEHEM,1
00984,B000ELY470,1
00984,B00DE8R1YI,7
00984,B01DK4DAKE,2
108148,B00GSQ8MSC,1
102545,B001VXY3F8,10
102545,B003VKPCV8,1
106855,B00UFG6260,1
106855,B00XJRTA8Y,1
01229,B007CZI6BG,1
01229,B007OQ7BQO,1
01229,B008244516,1
01229,B01D8YBSOG,4
102400,B00IO2M5S6,1
102400,B00SD8GUM8,1
102400,B01DNCM09K,1
09249,B00KU4G9NS,2
09249,B00SKDU554,1
09249,B01AE8OMT2,4
114184,B00FZGLKTO,1
114184,B00JJNQG98,2
10068,B002DUD6TW,1
07607,B00B2E9XEW,1
07607,B00ENJWB0Q,1
07607,B012T16L4G,1
07257,B00B9L7ZFW,1
103641,1305101960,1
103641,B00ZSKTQB6,1
103641,B018V4ODMC,1
101152,0071833102,12
101152,B000J0C9VE,1
112284,B002OHKLJW,1
112284,B004M5OAD2,2
112284,B006FXDBSY,1
112284,B01BSGKJZK,1
109098,B005F6NSKI,1
109098,B00KNK0M1O,3
109098,B00V94S4OU,1
111851,B00RMPRM48,1
111851,B01D3TDUCO,2
108373,B00DHLLNCI,1
108373,B00JQGVZ44,1
108373,B00OYQ5ET8,2
108373,B00RMKVGBS,1
04355,B002138O4I,2
09567,B00OUKCSEM,3
09567,B01FWTJ5X6,1
111017,B00R0T04ZK,2
111017,B018KAMSQ0,4
103929,B018WWO2SS,1
103929,B01FWPZDWM,1
114215,B000234VJQ,1
114215,B004SRU49I,1
114215,B00NQUW4PU,1
06387,B0018P1U0A,1
06387,B01D6VEI16,1
01442,B0007506U2,10
01442,B00OMX2PKY,1
113180,B009L69I1Q,1
113180,B00CXO5AQK,2
113180,B01B7RBXZ0,1
07596,B00BLHYDL8,1
07596,B00TIBFEIA,5
112791,B002UCPBVY,8
112791,B00FH497AI,1
112841,B000T9WLTK,1
112841,B014DS8XOO,1
112841,B01EHJXU5G,1
00879,B00XZEV22S,1
113753,B00E4KLY34,1
113753,B00NFD0UPO,2
04569,B00KXNSPME,1
04569,B00UKEKHJK,1
104995,B003VWU2WA,2
08819,B0006MY7EC,1
05378,B003X9XKPC,1
05378,B00VHHIUNY,3
05378,B01F73DZ1K,7
10879,B0006HINDI,1
112512,B0009IQXFO,2
112512,B01A7YRDYY,1
02517,B003DKKKTK,1
02517,B01ES5D7CU,2
05728,B00MK0ZBAW,1
05728,B00PKRX4OW,16
05728,B01EI92A06,1
103303,1880156067,1
103303,B0000VLIH8,1
106414,B00UYBX2FU,1
06942,B004I5RPUG,1
06942,B0052SRX00,1
06942,B00MNY835A,1
06942,B01EZNQ3VW,3
104079,B00JH8M2D4,1
104079,B014AHHYTS,1
104079,B017O894I4,1
05397,B00U2UZ40Y,1
102007,B00MCHH5CK,1
102007,B017I2P2WI,1
102007,B01BURVMXU,4
105238,B00015UC5M,1
105238,B000NUAFF2,1
105238,B0160DK70I,1
105238,B01BFKWTQG,1
02901,B00005108J,1
02901,B004RKP35Q,2
02901,B00I0BJ80O,1
01784,B002R0IHTC,1
01784,B017EGKZ20,1
01784,B01BN0XSDQ,1
113246,B0032J1KAK,2
113246,B009LQ4QJU,1
03234,B002NGMEVC,1
03234,B002QCERWW,2
03234,B008LXRB7S,1
108187,0323358098,1
108187,1464126135,1
108187,B001JKTTVQ,2
113661,B0000C52WS,1
113661,B00TGHNNZW,1
01659,B008HHNB86,1
01659,B01FFG9J0U,1
03664,1606710311,1
03664,B002LNXBYG,1
03664,B004JHUTJW,1
03664,B00GUQMVBO,5
112420,B002RL8J8U,9
112420,B019ZG5SWY,2
04908,B0018C6XSW,2
04908,B001VLFE7G,2
04908,B0085MNH6Y,2
04908,B01EHIP8HK,1
06870,B00LMR6EEQ,1
06870,B00OV9JT0I,1
06870,B00SO1IH7A,1
06870,B01CSH5Q60,1
07298,B001CDLF58,1
07298,B002SD9BLG,1
07298,B005JRGH0G,1
07298,B011MIV3EU,1
07332,B00MG88NWQ,2
07332,B00PUZTQI2,1
108492,B000HKMXTO,1
108492,B00AYVRHKG,3
108492,B00VGEFNTW,1
06523,1284032841,1
06523,B01DMXZ3OO,1
112836,B007R8XGKY,1
11435,157731400X,1
11435,1619020041,1
11435,B00WJ6K9M2,2
11435,B00ZV4FKXM,1
109903,B012E3KH12,1
109903,B01H0KX4GO,1
04637,B0072FTS40,1
04637,B00GI79YEW,1
04637,B00TTO66RY,1
04637,B00ZFSXF7C,1
05925,B0012YUPS0,3
05925,B007RA0ZAQ,1
05925,B00W6YN230,1
01435,B00KVL0SIM,1
01435,B00OXP4GWG,1
01435,B013KPFZVU,4
105189,B00WJPGSD2,1
111060,B00XLE4A6W,4
111060,B01CZLK272,1
01570,B00419J4X0,1
01570,B00KJLMBSO,1
01570,B00SH72LQ4,1
111575,B004KNBWRI,5
111575,B00IQMLIP0,1
111575,B00JWVSS2A,1
111575,B00MOOMYFE,1
101826,B0007P94PU,1
101826,B00NIBK2U6,1
04322,B003JQJTCM,1
04322,B0047WX5B8,1
112359,B000RDG7SY,1
112359,B00KNK0M1O,1
112359,B00NHPGW8Y,2
112359,B017SILUXW,1
105865,B00916SBKU,1
105865,B00Y4QBKLE,1
103548,B00I3L4LF8,1
103548,B00P9W4GJA,1
103548,B00PF8ACFU,1
05163,B00D5Z1EBG,1
05163,B00FRTXDDA,1
05163,B00WVPL4CK,1
1063,B000VQYDHE,1
1063,B00JL3T1WK,2
1063,B00LETANJY,1
1063,B00UD7AX3O,1
08301,B00749SYYO,1
08301,B00934NGDC,1
08301,B013HKLK8K,2
08301,B0147XXAYI,1
109515,B008YDT10U,1
109515,B01BVYUTKO,2
05533,B00II8N0IK,1
106434,B00ZTRWX7C,1
02022,B000EVSC8C,1
02022,B00WUD4EQG,1
06431,B00HYRSJ9G,6
06431,B00WEFGR6U,1
06431,B019S22ZBC,2
107225,B009A3AAH6,1
107225,B009XDWUCQ,1
02921,B0030UF6EW,3
02921,B00O28C8H4,1
02921,B00P60C3E0,1
02921,B01DZK5P9W,1
110919,B000W43GZA,2
110919,B008M11XOG,2
110919,B00OMSU87Q,1
09394,B0052QH7AS,1
09394,B00Y31ZQ1K,1
09394,B01707HZCQ,2
02864,B000088O9Y,1
02864,B003QP4DCC,1
04549,0803629516,2
04549,B01E5GJNO8,2
02167,B000ZOUB5A,1
02167,B008FXKOI2,1
02167,B0150O8DCC,1
02167,B01F8U8148,1
112162,B002UBZIBS,1
112162,B00P07B7R8,2
112162,B017QP6L72,2
05358,B007HJ89VE,2
05358,B00N3T3KDE,1
05358,B01A9HXLL8,1
103773,B016PARZEC,3
103773,B01CCVD8OY,3
10859,B004ZRV3AU,6
10859,B00CUB6UCE,1
10859,B019CXXZ2U,1
112532,B0027IOGNA,1
112532,B00FY0S2NS,1
112532,B00SN68O5Q,1
01032,B00SP6G6G8,1
01032,B015W3BPY4,1
01032,B016OAFC20,1
111037,B004JMNKWA,2
111037,B01BHL3DA4,1
10789,B000EVMDKU,5
10789,B00C17FYL0,1
10789,B00UJ2YF2I,1
10789,B017T648OG,1
10273,B0132YMOQS,1
10273,B015P0Q78I,5
110626,B00AWRUICG,1
110626,B01EX4UXKA,1
08213,B000H0ZJHW,1
08213,B00O0S97SE,1
05421,B0009F3SAK,1
05421,B00NEPYNYM,2
104665,B000WFPJIG,2
104665,B00EVYJKKM,1
104665,B00LLIM5L2,1
101467,B018LJZUZ6,1
101467,B01A7PVTGG,4
101467,B01FW4N77Q,3
105998,B00H33SFJU,1
105998,B00LZPA1KS,1
109542,B00FWKYKPE,1
109542,B014R6HEP6,1
111871,B00I1UTU16,1
111871,B01825OHX0,2
111871,B01DETZQ3E,1
07109,B00W045QT4,1
100763,B0093SYK7E,2
100763,B00RW6OPHE,1
100763,B0148GWSHY,1
100763,B01DXWZR9A,2
04375,B014AHIR80,3
04375,B01A7PYVS4,2
04375,B01C9PIK6Y,2
113270,0323319742,5
113270,B00PWF6ZR0,1
112898,B011NQ2BCY,1
03625,B00C9P9BTU,2
03625,B01ASV6DAQ,1
113620,1585429139,14
113620,B00ICB9E5G,1
109387,B001L1REJM,3
109387,B007Z7SIFA,2
109387,B00L9EP4YI,1
06974,B0030BBHN0,1
06974,B010VWT110,2
103620,B01B03FAN2,2
07236,B00DHE1MB2,3
07236,B00STWO4B2,2
07723,B00KSDSYHK,1
07723,B00Y7RU3AY,1
07723,B01CZUTXXC,3
07723,B01EA550LE,4
109738,B000N648JU,2
109738,B000UXDDU6,1
109738,B001AJQGNU,2
103765,B00IWU5MDK,2
103765,B00W9AH4CQ,2
103765,B01BFC7RWU,1
109368,0812078713,1
109368,B00BM0S0RW,1
109368,B01COPZ6KC,2
06132,B014DAVV00,1
06132,B01BEXG78K,2
113335,B0000TO0BQ,1
113335,B00JNZ7VNW,1
113335,B0141KPE50,1
113335,B01AVTNNSA,2
108579,0802871771,1
108579,B00124YDMY,3
108579,B00O2EDJ4Y,1
108579,B019G3H9G4,1
07959,B00F890KXU,1
07959,B00YDAYOK0,1
07959,B014NT0QUW,3
105598,B006CBD7UQ,2
105598,B00ORXVHDK,1
105598,B00W5X1O8C,2
04226,B00IMHXI1Q,1
04226,B00Q8LZ4TW,1
04226,B019PYZDVM,1
114223,B00HJTI3BS,1
114223,B00O7CM12W,2
114223,B01A5FBEYA,1
114223,B01DZ6BI7E,2
101922,B000BQK2K6,1
101922,B000CLTC4C,1
105127,B01DPUFUDI,1
108715,B00ICF0OZQ,1
108715,B00IDB6J0S,2
108715,B016NIEIAU,2
102318,B000GWKK02,2
102318,B00K7AJGQM,1
102318,B00KLL8INE,1
111164,1438076371,4
113159,B007TJGY46,1
113159,B00O1V4AAK,3
100775,B00PKKN12E,1
100775,B00S745NCQ,1
09802,B005JRJFSW,3
09802,B01CIUX1N2,1
112318,B00T65KARI,2
112318,B017XDRM8Y,3
109554,B00OZEULF6,2
109554,B01ARGBBDG,1
100958,B0083G3AXC,1
100958,B00GRUOTO0,1
100958,B01AV78Y5O,1
02063,1617110116,3
02063,B00VFVGFWU,1
02063,B01B6DE8Y8,1
108892,B00QEX83LA,1
108892,B00VAPMGLU,1
108892,B017CUYMZO,1
108892,B018IZ0SWI,2
109780,B00Q4OKQVE,2
109780,B01CKDT81G,1
109780,B01EKBKFWM,2
02433,B000Y60O4C,1
02433,B00JIKPW74,1
02433,B014JOU8Z4,1
02960,B00QMTG8BI,1
02960,B00XXFGE5E,1
02960,B01GDQLDBO,3
105259,B0027A3CDS,1
105259,B0099ZDX2O,1
105259,B00UNIBNVE,7
105259,B0155BVTXA,1
04158,B01E709TK0,1
07324,B00G75X158,1
07324,B017Q5E53Y,1
106160,B002UU3TV0,1
106160,B00N644DQ4,1
09443,B000EFNKLC,2
09443,B0031XUY3Q,1
10662,B00EB4ADQW,3
10662,B00MR0WBEE,1
10662,B018S42FWU,3
111426,B000ET9SB4,1
111426,B00ZH6TIFA,1
111426,B01BB8R7LY,1
10232,B00M1VMTLE,1
10232,B01DPGYPE2,1
00398,B000GYLCHK,3
00398,B00QV77XU6,1
00398,B00VRAMCF8,1
08602,B00KIG3WPQ,1
08602,B00YWD4V5Q,2
08602,B01BBNS1UK,2
110237,B0009RSYBQ,1
110237,B00763LZWQ,1
110237,B00BVS1LPS,1
110237,B01E1DPL28,1
05030,B00WGLZGDW,2
05030,B019UGWNMM,2
05030,B01F3A57CM,2
109503,B000FPAIEI,1
109503,B003AILZ9E,2
08317,B004ZF4F2U,1
08317,B00BPF32PY,1
00727,B00S56CBGW,1
00727,B00VTL8YYS,1
1075,B00567FWAA,1
1075,B005AV0RVQ,1
1075,B00ZBGFVN4,3
07148,B0006NARRC,1
07148,B0009F3SAK,1
07148,B010X8U6B6,1
07148,B01E4JT9R2,2
05175,B0038B9GIA,1
05175,B015Y34EC2,1
05175,B01CQ5OG92,1
08747,B0002X4DP8,1
08747,B015EHYWRA,1
08747,B01EZLWEL2,1
105873,B000BVITMO,1
105873,B001MQ9Y5I,2
04334,B00B4IGS3A,1
04334,B00J05NHLA,1
111133,B000T9SI60,1
111133,B008TLBN2Q,1
111133,B00BC6G0EG,1
111133,B00D1UM3B0,6
109850,160699879X,5
109850,B00PMBM38E,1
109850,B00RW6OPHE,1
10160,B0015ZSW86,3
10160,B0186VDEUC,1
10530,B002SXMH3K,1
10530,B00JE9Y20W,1
10530,B01C4SXVLK,1
00160,B01BSGKJZK,1
00160,B01C6MG0CQ,1
08100,B0006U3ROU,2
08100,B000GG7UEW,2
08100,B00CWHS8L2,2
109201,B00G6C1ZEG,1
109201,B00QW6TH8M,2
10926,B0006O4AK6,1
10926,B00FRDPNA2,1
02018,B001VH7G62,2
02018,B005GQ6606,7
11264,B002T0072U,2
11264,B00N0X7PUW,1
11264,B010MVAO9S,1
10025,B003DS7TCS,1
10025,B004JRMIDM,1
10025,B00NBS75R4,1
100020,B00Y8CWEKK,1
100020,B01AX0CSBK,2
104960,B004QQ9LVS,1
104960,B00A2S7ZGW,8
104960,B01B508K8M,2
101148,B000PCMCJ0,1
101148,B0049AUKJI,1
101148,B00A6TKLRC,1
101148,B00SQIEHNO,1
08696,B00704IO48,1
08696,B017RX4VW0,3
113876,B001IWONL6,1
113876,B004FUJ5NE,1
113876,B008ATAIUU,2
113876,B019INP3HE,5
110759,B01A961OP4,1
110759,B01CH7TU1S,1
107835,B004HCM9H4,1
113030,B001AJQGNU,2
113030,B00VFVGFWU,3
113030,B00YP823NA,2
01458,B0091RKT68,1
01458,B00MR4HCG2,1
01458,B00ZA1FQ5S,1
01458,B014DEFKG2,1
03465,B00VPVNHJY,1
10249,B001AWJHI8,1
10249,B01FCWJW90,2
00619,B0045NRFVK,1
00619,B004DPOP7M,1
00619,B00XR02FXA,1
00249,B008BH4IZM,1
00249,B00INV51ZM,1
110098,B000VPXIZS,1
110098,B00ESZ0BAM,1
110098,B00OLA0HIU,1
101373,B00CWK2G4Y,1
101373,B01BJM71S6,1
00567,B00MKBS1GW,1
00567,B013HSW4N2,1
10834,B0026HZXRK,1
10834,B004TORQ5A,1
10834,B00YSPMAMY,2
100831,B00GZPF4FA,2
100831,B00IKYPS78,1
104521,B01FVGCBAY,2
111689,B00187PN38,1
111689,B0018Z26NA,1
111689,B00F6WTZU8,1
06519,B00SL0BR0S,1
06519,B01D42YN6W,1
10137,B006UBM1T6,1
10137,B007I4D5LC,1
10137,B009LQI3D0,2
09603,B0157O5MVA,1
09603,B0181OBCW6,2
107618,B01ANFVPMI,2
107618,B01BHL3DA4,1
112949,B00FQH7MQ2,2
112949,B01CUUAJF8,2
00971,B000A6Z9B4,2
00971,B00EPD6UFM,1
00971,B00N2RBP02,1
00971,B00QW06UQU,1
04461,B0069U5OW4,1
04461,B00FZS28Z2,1
04461,B00VYXSQUS,2
10072,B016XBLT90,3
10072,B01EZI7X0M,2
08012,B000I4AC0G,1
08012,B007PLFE5I,1
08012,B00FPQQKI0,1
08012,B01B59TY9C,1
104034,B0012XIUP6,1
104034,B002JOVUO0,1
00422,B004C89BZQ,1
00422,B006MGWMHA,1
00422,B01COPZ6KC,3
04932,B003294J4O,1
04932,B005X1Y7I2,1
04932,B00JJI6MQU,1
04932,B00KOCLVZC,1
104464,B0007ZULSY,2
104464,B00ND5ZC0W,1
08442,B004FW00X6,1
08442,B00DG9YUNA,1
08442,B00EDJCICW,2
08442,B01CS2OH5G,3
100974,B00O35DPN2,1
100974,B00UYBX2FU,1
100974,B019SWUZEQ,1
10971,B00R0P3JFG,1
10971,B016ZXWSQ4,1
10971,B01E7I8N18,1
113122,B0014YK236,6
